prospect_firma,prospect_url,partner_name,partner_evaluation_score,partner_avg_leads,match_score,overlap_type
HOWDEN,https://www.howdengroup.com/,vemeto GmbH,43,1,2.65,HORIZONTAL
Foobar,www.foobar.agency/de,CareLend,47,3,2.85,HORIZONTAL
Foobar,www.foobar.agency/de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Foobar,www.foobar.agency/de,HRlab,45,2,2.75,HORIZONTAL
Foobar,www.foobar.agency/de,Tap to Tie,44,2,2.7,HORIZONTAL
Foobar,www.foobar.agency/de,vemeto GmbH,43,1,2.65,HORIZONTAL
RNA,https://rna.de/de/,CareLend,47,3,2.85,HORIZONTAL
RNA,https://rna.de/de/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
RNA,https://rna.de/de/,HRlab,45,2,2.75,HORIZONTAL
RNA,https://rna.de/de/,Tap to Tie,44,2,2.7,HORIZONTAL
RNA,https://rna.de/de/,vemeto GmbH,43,1,2.65,HORIZONTAL
NovoSign GmbH,novosign.de,CareLend,47,3,2.85,HORIZONTAL
NovoSign GmbH,novosign.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
NovoSign GmbH,novosign.de,HRlab,45,2,2.75,HORIZONTAL
NovoSign GmbH,novosign.de,Tap to Tie,44,2,2.7,HORIZONTAL
NovoSign GmbH,novosign.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Va-Q-tec AG,www.va-q-tec.com,CareLend,47,3,2.85,HORIZONTAL
Va-Q-tec AG,www.va-q-tec.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Va-Q-tec AG,www.va-q-tec.com,HRlab,45,2,2.75,HORIZONTAL
Va-Q-tec AG,www.va-q-tec.com,Tap to Tie,44,2,2.7,HORIZONTAL
Va-Q-tec AG,www.va-q-tec.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Service-Bund GmbH & Co. KG,servicebund.de,CareLend,47,3,2.85,HORIZONTAL
Service-Bund GmbH & Co. KG,servicebund.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Service-Bund GmbH & Co. KG,servicebund.de,HRlab,45,2,2.75,HORIZONTAL
Service-Bund GmbH & Co. KG,servicebund.de,Tap to Tie,44,2,2.7,HORIZONTAL
Service-Bund GmbH & Co. KG,servicebund.de,vemeto GmbH,43,1,2.65,HORIZONTAL
SVG Rehasysteme GmbH,https://www.svg-rehasysteme.de/,CareLend,47,3,2.85,HORIZONTAL
SVG Rehasysteme GmbH,https://www.svg-rehasysteme.de/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
SVG Rehasysteme GmbH,https://www.svg-rehasysteme.de/,HRlab,45,2,2.75,HORIZONTAL
SVG Rehasysteme GmbH,https://www.svg-rehasysteme.de/,Tap to Tie,44,2,2.7,HORIZONTAL
SVG Rehasysteme GmbH,https://www.svg-rehasysteme.de/,vemeto GmbH,43,1,2.65,HORIZONTAL
Staffbase,https://staffbase.com/de/,CareLend,47,3,2.85,HORIZONTAL
Staffbase,https://staffbase.com/de/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Staffbase,https://staffbase.com/de/,HRlab,45,2,2.75,HORIZONTAL
Staffbase,https://staffbase.com/de/,Tap to Tie,44,2,2.7,HORIZONTAL
Staffbase,https://staffbase.com/de/,vemeto GmbH,43,1,2.65,HORIZONTAL
Teuscher,https://www.teuscher.com/,CareLend,47,3,2.85,HORIZONTAL
Teuscher,https://www.teuscher.com/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Teuscher,https://www.teuscher.com/,HRlab,45,2,2.75,HORIZONTAL
Teuscher,https://www.teuscher.com/,Tap to Tie,44,2,2.7,HORIZONTAL
Teuscher,https://www.teuscher.com/,vemeto GmbH,43,1,2.65,HORIZONTAL
KUMAVISION AG,kumavision.com,CareLend,47,3,2.85,HORIZONTAL
KUMAVISION AG,kumavision.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
KUMAVISION AG,kumavision.com,HRlab,45,2,2.75,HORIZONTAL
KUMAVISION AG,kumavision.com,Tap to Tie,44,2,2.7,HORIZONTAL
KUMAVISION AG,kumavision.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Moving Intelligence GmbH,movingintelligence.de,CareLend,47,3,2.85,HORIZONTAL
Moving Intelligence GmbH,movingintelligence.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Moving Intelligence GmbH,movingintelligence.de,HRlab,45,2,2.75,HORIZONTAL
Moving Intelligence GmbH,movingintelligence.de,Tap to Tie,44,2,2.7,HORIZONTAL
Moving Intelligence GmbH,movingintelligence.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Projektron GmbH,projektron.de,CareLend,47,3,2.85,HORIZONTAL
Projektron GmbH,projektron.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Projektron GmbH,projektron.de,HRlab,45,2,2.75,HORIZONTAL
Projektron GmbH,projektron.de,Tap to Tie,44,2,2.7,HORIZONTAL
Projektron GmbH,projektron.de,vemeto GmbH,43,1,2.65,HORIZONTAL
DocuWare GmbH,bahesmartwork.de,CareLend,47,3,2.85,HORIZONTAL
DocuWare GmbH,bahesmartwork.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
DocuWare GmbH,bahesmartwork.de,HRlab,45,2,2.75,HORIZONTAL
DocuWare GmbH,bahesmartwork.de,Tap to Tie,44,2,2.7,HORIZONTAL
DocuWare GmbH,bahesmartwork.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Bihl Wiedemann,https://www.bihl-wiedemann.de/de/,CareLend,47,3,2.85,HORIZONTAL
Bihl Wiedemann,https://www.bihl-wiedemann.de/de/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Bihl Wiedemann,https://www.bihl-wiedemann.de/de/,HRlab,45,2,2.75,HORIZONTAL
Bihl Wiedemann,https://www.bihl-wiedemann.de/de/,Tap to Tie,44,2,2.7,HORIZONTAL
Bihl Wiedemann,https://www.bihl-wiedemann.de/de/,vemeto GmbH,43,1,2.65,HORIZONTAL
SmartLoC,https://www.smartloc.de/,CareLend,47,3,2.85,HORIZONTAL
SmartLoC,https://www.smartloc.de/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
SmartLoC,https://www.smartloc.de/,HRlab,45,2,2.75,HORIZONTAL
SmartLoC,https://www.smartloc.de/,Tap to Tie,44,2,2.7,HORIZONTAL
SmartLoC,https://www.smartloc.de/,vemeto GmbH,43,1,2.65,HORIZONTAL
AI VERGABEMANAGER  Administration Intelligence AG,ai-ag.de,CareLend,47,3,2.85,HORIZONTAL
AI VERGABEMANAGER  Administration Intelligence AG,ai-ag.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
AI VERGABEMANAGER  Administration Intelligence AG,ai-ag.de,HRlab,45,2,2.75,HORIZONTAL
AI VERGABEMANAGER  Administration Intelligence AG,ai-ag.de,Tap to Tie,44,2,2.7,HORIZONTAL
AI VERGABEMANAGER  Administration Intelligence AG,ai-ag.de,vemeto GmbH,43,1,2.65,HORIZONTAL
amarea,https://www.amarea.de/,CareLend,47,3,2.85,HORIZONTAL
amarea,https://www.amarea.de/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
amarea,https://www.amarea.de/,HRlab,45,2,2.75,HORIZONTAL
amarea,https://www.amarea.de/,Tap to Tie,44,2,2.7,HORIZONTAL
amarea,https://www.amarea.de/,vemeto GmbH,43,1,2.65,HORIZONTAL
Doka,www.doka.com,CareLend,47,3,2.85,HORIZONTAL
Doka,www.doka.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Doka,www.doka.com,HRlab,45,2,2.75,HORIZONTAL
Doka,www.doka.com,Tap to Tie,44,2,2.7,HORIZONTAL
Doka,www.doka.com,vemeto GmbH,43,1,2.65,HORIZONTAL
FinTecSystems,https://www.fintecsystems.com/de/,CareLend,47,3,2.85,HORIZONTAL
FinTecSystems,https://www.fintecsystems.com/de/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
FinTecSystems,https://www.fintecsystems.com/de/,HRlab,45,2,2.75,HORIZONTAL
FinTecSystems,https://www.fintecsystems.com/de/,Tap to Tie,44,2,2.7,HORIZONTAL
FinTecSystems,https://www.fintecsystems.com/de/,vemeto GmbH,43,1,2.65,HORIZONTAL
KORA GmbH,kora.at,CareLend,47,3,2.85,HORIZONTAL
KORA GmbH,kora.at,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
KORA GmbH,kora.at,HRlab,45,2,2.75,HORIZONTAL
KORA GmbH,kora.at,Tap to Tie,44,2,2.7,HORIZONTAL
KORA GmbH,kora.at,vemeto GmbH,43,1,2.65,HORIZONTAL
ITRIS,www.itris.ch,CareLend,47,3,2.85,HORIZONTAL
ITRIS,www.itris.ch,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
ITRIS,www.itris.ch,HRlab,45,2,2.75,HORIZONTAL
ITRIS,www.itris.ch,Tap to Tie,44,2,2.7,HORIZONTAL
ITRIS,www.itris.ch,vemeto GmbH,43,1,2.65,HORIZONTAL
1stQuad Solutions AG,1stquad.com,CareLend,47,3,2.85,HORIZONTAL
1stQuad Solutions AG,1stquad.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
1stQuad Solutions AG,1stquad.com,HRlab,45,2,2.75,HORIZONTAL
1stQuad Solutions AG,1stquad.com,Tap to Tie,44,2,2.7,HORIZONTAL
1stQuad Solutions AG,1stquad.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Optica Abrechnungszentrum Dr. Güldener GmbH,https://www.optica.de/,CareLend,47,3,2.85,HORIZONTAL
Optica Abrechnungszentrum Dr. Güldener GmbH,https://www.optica.de/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Optica Abrechnungszentrum Dr. Güldener GmbH,https://www.optica.de/,HRlab,45,2,2.75,HORIZONTAL
Optica Abrechnungszentrum Dr. Güldener GmbH,https://www.optica.de/,Tap to Tie,44,2,2.7,HORIZONTAL
Optica Abrechnungszentrum Dr. Güldener GmbH,https://www.optica.de/,vemeto GmbH,43,1,2.65,HORIZONTAL
Oxyle,oxyle.ch,CareLend,47,3,2.85,HORIZONTAL
Oxyle,www.oxyle.ch,CareLend,47,3,2.85,HORIZONTAL
Oxyle,oxyle.ch,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Oxyle,www.oxyle.ch,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Oxyle,oxyle.ch,HRlab,45,2,2.75,HORIZONTAL
DM7 stationär,dm7-software.de,CareLend,47,3,2.85,HORIZONTAL
DM7 stationär,dm7-software.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
DM7 stationär,dm7-software.de,HRlab,45,2,2.75,HORIZONTAL
DM7 stationär,dm7-software.de,Tap to Tie,44,2,2.7,HORIZONTAL
DM7 stationär,dm7-software.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Menutech GmbH,https://menutech.com/de/,CareLend,47,3,2.85,HORIZONTAL
Menutech GmbH,https://menutech.com/de/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Menutech GmbH,https://menutech.com/de/,HRlab,45,2,2.75,HORIZONTAL
Menutech GmbH,https://menutech.com/de/,Tap to Tie,44,2,2.7,HORIZONTAL
Menutech GmbH,https://menutech.com/de/,vemeto GmbH,43,1,2.65,HORIZONTAL
Bachmann Forming AG,bachmann-kunststoff-verpackungen.ch,CareLend,47,3,2.85,HORIZONTAL
Bachmann Forming AG,bachmann-kunststoff-verpackungen.ch,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Bachmann Forming AG,bachmann-kunststoff-verpackungen.ch,HRlab,45,2,2.75,HORIZONTAL
Bachmann Forming AG,bachmann-kunststoff-verpackungen.ch,Tap to Tie,44,2,2.7,HORIZONTAL
Bachmann Forming AG,bachmann-kunststoff-verpackungen.ch,vemeto GmbH,43,1,2.65,HORIZONTAL
FleetGO GmbH,fleetgo.de,CareLend,47,3,2.85,HORIZONTAL
FleetGO GmbH,fleetgo.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
FleetGO GmbH,fleetgo.de,HRlab,45,2,2.75,HORIZONTAL
FleetGO GmbH,fleetgo.de,Tap to Tie,44,2,2.7,HORIZONTAL
FleetGO GmbH,fleetgo.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Qdrant,qdrant.tech,CareLend,47,3,2.85,HORIZONTAL
Qdrant,qdrant.tech,CareLend,47,3,2.85,HORIZONTAL
Qdrant,qdrant.tech,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Qdrant,qdrant.tech,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Qdrant,qdrant.tech,HRlab,45,2,2.75,HORIZONTAL
Ondo sense,https://ondosense.com/,CareLend,47,3,2.85,HORIZONTAL
Ondo sense,https://ondosense.com/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Ondo sense,https://ondosense.com/,HRlab,45,2,2.75,HORIZONTAL
Ondo sense,https://ondosense.com/,Tap to Tie,44,2,2.7,HORIZONTAL
Ondo sense,https://ondosense.com/,vemeto GmbH,43,1,2.65,HORIZONTAL
click worker,www.clickworker.com,CareLend,47,3,2.85,HORIZONTAL
click worker,www.clickworker.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
click worker,www.clickworker.com,HRlab,45,2,2.75,HORIZONTAL
click worker,www.clickworker.com,Tap to Tie,44,2,2.7,HORIZONTAL
click worker,www.clickworker.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Helferportal,www.helferportal.de,CareLend,47,3,2.85,HORIZONTAL
Helferportal,www.helferportal.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Helferportal,www.helferportal.de,HRlab,45,2,2.75,HORIZONTAL
Helferportal,www.helferportal.de,Tap to Tie,44,2,2.7,HORIZONTAL
Helferportal,www.helferportal.de,vemeto GmbH,43,1,2.65,HORIZONTAL
editho AG,editho.de,CareLend,47,3,2.85,HORIZONTAL
editho AG,editho.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
editho AG,editho.de,HRlab,45,2,2.75,HORIZONTAL
editho AG,editho.de,Tap to Tie,44,2,2.7,HORIZONTAL
editho AG,editho.de,vemeto GmbH,43,1,2.65,HORIZONTAL
SÜDPACK Medica AG,suedpack-medica.com,CareLend,47,3,2.85,HORIZONTAL
SÜDPACK Medica AG,suedpack-medica.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
SÜDPACK Medica AG,suedpack-medica.com,HRlab,45,2,2.75,HORIZONTAL
SÜDPACK Medica AG,suedpack-medica.com,Tap to Tie,44,2,2.7,HORIZONTAL
SÜDPACK Medica AG,suedpack-medica.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Concular,www.concular.de,CareLend,47,3,2.85,HORIZONTAL
Concular,www.concular.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Concular,www.concular.de,HRlab,45,2,2.75,HORIZONTAL
Concular,www.concular.de,Tap to Tie,44,2,2.7,HORIZONTAL
Concular,www.concular.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Havi Logistics,www.havi.com,CareLend,47,3,2.85,HORIZONTAL
Havi Logistics,www.havi.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Havi Logistics,www.havi.com,HRlab,45,2,2.75,HORIZONTAL
Havi Logistics,www.havi.com,Tap to Tie,44,2,2.7,HORIZONTAL
Havi Logistics,www.havi.com,vemeto GmbH,43,1,2.65,HORIZONTAL
BK Vital,https://www.bkvital.de/,CareLend,47,3,2.85,HORIZONTAL
BK Vital,https://www.bkvital.de/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
BK Vital,https://www.bkvital.de/,HRlab,45,2,2.75,HORIZONTAL
BK Vital,https://www.bkvital.de/,Tap to Tie,44,2,2.7,HORIZONTAL
BK Vital,https://www.bkvital.de/,vemeto GmbH,43,1,2.65,HORIZONTAL
Lisios,lisios.de,CareLend,47,3,2.85,HORIZONTAL
Lisios,lisios.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Lisios,lisios.de,HRlab,45,2,2.75,HORIZONTAL
Lisios,lisios.de,Tap to Tie,44,2,2.7,HORIZONTAL
Lisios,lisios.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Thimm Group GmbH + Co. KG,thimm.com,CareLend,47,3,2.85,HORIZONTAL
Thimm Group GmbH + Co. KG,thimm.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Thimm Group GmbH + Co. KG,thimm.com,HRlab,45,2,2.75,HORIZONTAL
Thimm Group GmbH + Co. KG,thimm.com,Tap to Tie,44,2,2.7,HORIZONTAL
Thimm Group GmbH + Co. KG,thimm.com,vemeto GmbH,43,1,2.65,HORIZONTAL
BMI Deutschland GmbH,www.bmigroup.com/de,CareLend,47,3,2.85,HORIZONTAL
BMI Deutschland GmbH,www.bmigroup.com/de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
BMI Deutschland GmbH,www.bmigroup.com/de,HRlab,45,2,2.75,HORIZONTAL
BMI Deutschland GmbH,www.bmigroup.com/de,Tap to Tie,44,2,2.7,HORIZONTAL
BMI Deutschland GmbH,www.bmigroup.com/de,vemeto GmbH,43,1,2.65,HORIZONTAL
Neura Robotics,www.neura-robotics.com,CareLend,47,3,2.85,HORIZONTAL
Neura Robotics,www.neura-robotics.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Neura Robotics,www.neura-robotics.com,HRlab,45,2,2.75,HORIZONTAL
Neura Robotics,www.neura-robotics.com,Tap to Tie,44,2,2.7,HORIZONTAL
Neura Robotics,www.neura-robotics.com,vemeto GmbH,43,1,2.65,HORIZONTAL
BauWatch,www.bauwatch.de,CareLend,47,3,2.85,HORIZONTAL
BauWatch,www.bauwatch.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
BauWatch,www.bauwatch.de,HRlab,45,2,2.75,HORIZONTAL
BauWatch,www.bauwatch.de,Tap to Tie,44,2,2.7,HORIZONTAL
BauWatch,www.bauwatch.de,vemeto GmbH,43,1,2.65,HORIZONTAL
abc cross media GmbH,abccrossmedia.com,CareLend,47,3,2.85,HORIZONTAL
abc cross media GmbH,abccrossmedia.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
abc cross media GmbH,abccrossmedia.com,HRlab,45,2,2.75,HORIZONTAL
abc cross media GmbH,abccrossmedia.com,Tap to Tie,44,2,2.7,HORIZONTAL
abc cross media GmbH,abccrossmedia.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Wirthwein AG,www.wirthwein.de,CareLend,47,3,2.85,HORIZONTAL
Wirthwein AG,www.wirthwein.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Wirthwein AG,www.wirthwein.de,HRlab,45,2,2.75,HORIZONTAL
Wirthwein AG,www.wirthwein.de,Tap to Tie,44,2,2.7,HORIZONTAL
Wirthwein AG,www.wirthwein.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Flavura GmbH,flavura.de,CareLend,47,3,2.85,HORIZONTAL
Flavura GmbH,flavura.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Flavura GmbH,flavura.de,HRlab,45,2,2.75,HORIZONTAL
Flavura GmbH,flavura.de,Tap to Tie,44,2,2.7,HORIZONTAL
Flavura GmbH,flavura.de,vemeto GmbH,43,1,2.65,HORIZONTAL
GastroSmart GmbH,https://www.gastro-smart.com/,CareLend,47,3,2.85,HORIZONTAL
GastroSmart GmbH,https://www.gastro-smart.com/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
GastroSmart GmbH,https://www.gastro-smart.com/,HRlab,45,2,2.75,HORIZONTAL
GastroSmart GmbH,https://www.gastro-smart.com/,Tap to Tie,44,2,2.7,HORIZONTAL
GastroSmart GmbH,https://www.gastro-smart.com/,vemeto GmbH,43,1,2.65,HORIZONTAL
Jina AI,jina.ai,CareLend,47,3,2.85,HORIZONTAL
Jina AI,jina.ai,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Jina AI,jina.ai,HRlab,45,2,2.75,HORIZONTAL
Jina AI,jina.ai,Tap to Tie,44,2,2.7,HORIZONTAL
Jina AI,jina.ai,vemeto GmbH,43,1,2.65,HORIZONTAL
plano WFM,plano-wfm.com,CareLend,47,3,2.85,HORIZONTAL
plano WFM,plano-wfm.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
plano WFM,plano-wfm.com,HRlab,45,2,2.75,HORIZONTAL
plano WFM,plano-wfm.com,Tap to Tie,44,2,2.7,HORIZONTAL
plano WFM,plano-wfm.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Heidelberger Druckmaschinen AG,https://www.heidelberg.com/global/de/index.jsp,CareLend,47,3,2.85,HORIZONTAL
Heidelberger Druckmaschinen AG,https://www.heidelberg.com/global/de/index.jsp,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Heidelberger Druckmaschinen AG,https://www.heidelberg.com/global/de/index.jsp,HRlab,45,2,2.75,HORIZONTAL
Heidelberger Druckmaschinen AG,https://www.heidelberg.com/global/de/index.jsp,Tap to Tie,44,2,2.7,HORIZONTAL
Heidelberger Druckmaschinen AG,https://www.heidelberg.com/global/de/index.jsp,vemeto GmbH,43,1,2.65,HORIZONTAL
Anwaltssoftware.net,anwaltssoftware.net,CareLend,47,3,2.85,HORIZONTAL
Anwaltssoftware.net,anwaltssoftware.net,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Anwaltssoftware.net,anwaltssoftware.net,HRlab,45,2,2.75,HORIZONTAL
Anwaltssoftware.net,anwaltssoftware.net,Tap to Tie,44,2,2.7,HORIZONTAL
Anwaltssoftware.net,anwaltssoftware.net,vemeto GmbH,43,1,2.65,HORIZONTAL
SimplifyU,simplifyu.de,CareLend,47,3,2.85,HORIZONTAL
SimplifyU,simplifyu.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
SimplifyU,simplifyu.de,HRlab,45,2,2.75,HORIZONTAL
SimplifyU,simplifyu.de,Tap to Tie,44,2,2.7,HORIZONTAL
SimplifyU,simplifyu.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Propster,www.propster.tech,CareLend,47,3,2.85,HORIZONTAL
Propster,www.propster.tech,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Propster,www.propster.tech,HRlab,45,2,2.75,HORIZONTAL
Propster,www.propster.tech,Tap to Tie,44,2,2.7,HORIZONTAL
Propster,www.propster.tech,vemeto GmbH,43,1,2.65,HORIZONTAL
C&S Computer und Software GmbH,cs-ag.de,CareLend,47,3,2.85,HORIZONTAL
C&S Computer und Software GmbH,cs-ag.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
C&S Computer und Software GmbH,cs-ag.de,HRlab,45,2,2.75,HORIZONTAL
C&S Computer und Software GmbH,cs-ag.de,Tap to Tie,44,2,2.7,HORIZONTAL
C&S Computer und Software GmbH,cs-ag.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Atheneum,https://www.atheneum.ai/,CareLend,47,3,2.85,HORIZONTAL
Atheneum,https://www.atheneum.ai/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Atheneum,https://www.atheneum.ai/,HRlab,45,2,2.75,HORIZONTAL
Atheneum,https://www.atheneum.ai/,Tap to Tie,44,2,2.7,HORIZONTAL
Atheneum,https://www.atheneum.ai/,vemeto GmbH,43,1,2.65,HORIZONTAL
GREEN IT Das Systemhaus GmbH,greenit-dp.solutions,CareLend,47,3,2.85,HORIZONTAL
GREEN IT Das Systemhaus GmbH,greenit-dp.solutions,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
GREEN IT Das Systemhaus GmbH,greenit-dp.solutions,HRlab,45,2,2.75,HORIZONTAL
GREEN IT Das Systemhaus GmbH,greenit-dp.solutions,Tap to Tie,44,2,2.7,HORIZONTAL
GREEN IT Das Systemhaus GmbH,greenit-dp.solutions,vemeto GmbH,43,1,2.65,HORIZONTAL
Weissenseer Holz-System-Bau GmbH,www.weissenseer.com,CareLend,47,3,2.85,HORIZONTAL
Weissenseer Holz-System-Bau GmbH,www.weissenseer.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Weissenseer Holz-System-Bau GmbH,www.weissenseer.com,HRlab,45,2,2.75,HORIZONTAL
Weissenseer Holz-System-Bau GmbH,www.weissenseer.com,Tap to Tie,44,2,2.7,HORIZONTAL
Weissenseer Holz-System-Bau GmbH,www.weissenseer.com,vemeto GmbH,43,1,2.65,HORIZONTAL
mybits.ai,mybits.ai,CareLend,47,3,2.85,HORIZONTAL
mybits.ai,mybits.ai,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
mybits.ai,mybits.ai,HRlab,45,2,2.75,HORIZONTAL
mybits.ai,mybits.ai,Tap to Tie,44,2,2.7,HORIZONTAL
mybits.ai,mybits.ai,vemeto GmbH,43,1,2.65,HORIZONTAL
Streiff & Helmold GmbH,streiff.de,CareLend,47,3,2.85,HORIZONTAL
Streiff & Helmold GmbH,streiff.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Streiff & Helmold GmbH,streiff.de,HRlab,45,2,2.75,HORIZONTAL
Streiff & Helmold GmbH,streiff.de,Tap to Tie,44,2,2.7,HORIZONTAL
Streiff & Helmold GmbH,streiff.de,vemeto GmbH,43,1,2.65,HORIZONTAL
easygov,https://www.easygov.swiss,CareLend,47,3,2.85,HORIZONTAL
easygov,https://www.easygov.swiss,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
easygov,https://www.easygov.swiss,HRlab,45,2,2.75,HORIZONTAL
easygov,https://www.easygov.swiss,Tap to Tie,44,2,2.7,HORIZONTAL
easygov,https://www.easygov.swiss,vemeto GmbH,43,1,2.65,HORIZONTAL
Creditreform,https://www.creditreform.de,CareLend,47,3,2.85,HORIZONTAL
Creditreform,https://www.creditreform.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Creditreform,https://www.creditreform.de,HRlab,45,2,2.75,HORIZONTAL
Creditreform,https://www.creditreform.de,Tap to Tie,44,2,2.7,HORIZONTAL
Creditreform,https://www.creditreform.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Aidhere GmbH,aidhere.com,CareLend,47,3,2.85,HORIZONTAL
Aidhere GmbH,aidhere.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Aidhere GmbH,aidhere.com,HRlab,45,2,2.75,HORIZONTAL
Aidhere GmbH,aidhere.com,Tap to Tie,44,2,2.7,HORIZONTAL
Aidhere GmbH,aidhere.com,vemeto GmbH,43,1,2.65,HORIZONTAL
medondo AG,medondo.com,CareLend,47,3,2.85,HORIZONTAL
medondo AG,medondo.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
medondo AG,medondo.com,HRlab,45,2,2.75,HORIZONTAL
medondo AG,medondo.com,Tap to Tie,44,2,2.7,HORIZONTAL
medondo AG,medondo.com,vemeto GmbH,43,1,2.65,HORIZONTAL
xpertour GmbH,xpertour.de,CareLend,47,3,2.85,HORIZONTAL
xpertour GmbH,xpertour.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
xpertour GmbH,xpertour.de,HRlab,45,2,2.75,HORIZONTAL
xpertour GmbH,xpertour.de,Tap to Tie,44,2,2.7,HORIZONTAL
xpertour GmbH,xpertour.de,vemeto GmbH,43,1,2.65,HORIZONTAL
G&W Software AG,gw-software.de,CareLend,47,3,2.85,HORIZONTAL
G&W Software AG,gw-software.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
G&W Software AG,gw-software.de,HRlab,45,2,2.75,HORIZONTAL
G&W Software AG,gw-software.de,Tap to Tie,44,2,2.7,HORIZONTAL
